number	accession	filename
534	SRR31935463	16_SRR31935463_db3.bracken.kraken2.report_bracken.txt
535	SRR35053258	16_SRR35053258_db3.bracken.kraken2.report_bracken.txt
536	SRR36041423	16_SRR36041423_db3.bracken.kraken2.report_bracken.txt
537	16_appg	16_appg.report_bracken.txt
538	SRR10592660	17_SRR10592660_db3.bracken.kraken2.report_bracken.txt
539	SRR31935464	17_SRR31935464_db3.bracken.kraken2.report_bracken.txt
540	SRR35053259	17_SRR35053259_db3.bracken.kraken2.report_bracken.txt
541	SRR36041424	17_SRR36041424_db3.bracken.kraken2.report_bracken.txt
542	17_appg	17_appg.report_bracken.txt
543	SRR10592661	18_SRR10592661_db3.bracken.kraken2.report_bracken.txt
544	SRR31935465	18_SRR31935465_db3.bracken.kraken2.report_bracken.txt
545	SRR35053260	18_SRR35053260_db3.bracken.kraken2.report_bracken.txt
546	SRR36041425	18_SRR36041425_db3.bracken.kraken2.report_bracken.txt
547	18_appg	18_appg.report_bracken.txt
548	SRR10592662	19_SRR10592662_db3.bracken.kraken2.report_bracken.txt
549	SRR31935466	19_SRR31935466_db3.bracken.kraken2.report_bracken.txt
550	SRR35053261	19_SRR35053261_db3.bracken.kraken2.report_bracken.txt
551	SRR36041426	19_SRR36041426_db3.bracken.kraken2.report_bracken.txt
552	19_appg	19_appg.report_bracken.txt
553	SRR10592663	20_SRR10592663_db3.bracken.kraken2.report_bracken.txt
554	SRR31935467	20_SRR31935467_db3.bracken.kraken2.report_bracken.txt
555	SRR35053262	20_SRR35053262_db3.bracken.kraken2.report_bracken.txt
556	SRR36041427	20_SRR36041427_db3.bracken.kraken2.report_bracken.txt
557	20_appg	20_appg.report_bracken.txt
558	SRR10592664	21_SRR10592664_db3.bracken.kraken2.report_bracken.txt
559	SRR31935468	21_SRR31935468_db3.bracken.kraken2.report_bracken.txt
560	SRR35053263	21_SRR35053263_db3.bracken.kraken2.report_bracken.txt
561	SRR36041428	21_SRR36041428_db3.bracken.kraken2.report_bracken.txt
562	21_appg	21_appg.report_bracken.txt
563	SRR31935469	22_SRR31935469_db3.bracken.kraken2.report_bracken.txt
564	SRR35053264	22_SRR35053264_db3.bracken.kraken2.report_bracken.txt
565	SRR36041429	22_SRR36041429_db3.bracken.kraken2.report_bracken.txt
566	22_appg	22_appg.report_bracken.txt
567	SRR10592666	23_SRR10592666_db3.bracken.kraken2.report_bracken.txt
568	SRR31935470	23_SRR31935470_db3.bracken.kraken2.report_bracken.txt
569	SRR35053265	23_SRR35053265_db3.bracken.kraken2.report_bracken.txt
570	SRR36041430	23_SRR36041430_db3.bracken.kraken2.report_bracken.txt
571	23_appg	23_appg.report_bracken.txt
572	SRR10592667	24_SRR10592667_db3.bracken.kraken2.report_bracken.txt
573	SRR31935471	24_SRR31935471_db3.bracken.kraken2.report_bracken.txt
574	SRR35053266	24_SRR35053266_db3.bracken.kraken2.report_bracken.txt
575	SRR36041431	24_SRR36041431_db3.bracken.kraken2.report_bracken.txt
576	24_appg	24_appg.report_bracken.txt
577	SRR10592668	25_SRR10592668_db3.bracken.kraken2.report_bracken.txt
578	SRR31935472	25_SRR31935472_db3.bracken.kraken2.report_bracken.txt
579	SRR35053267	25_SRR35053267_db3.bracken.kraken2.report_bracken.txt
580	SRR36041432	25_SRR36041432_db3.bracken.kraken2.report_bracken.txt
581	25_appg	25_appg.report_bracken.txt
582	SRR10592669	26_SRR10592669_db3.bracken.kraken2.report_bracken.txt
583	SRR31935473	26_SRR31935473_db3.bracken.kraken2.report_bracken.txt
584	SRR35053268	26_SRR35053268_db3.bracken.kraken2.report_bracken.txt
585	SRR36041433	26_SRR36041433_db3.bracken.kraken2.report_bracken.txt
586	26_appg	26_appg.report_bracken.txt
587	SRR10592670	27_SRR10592670_db3.bracken.kraken2.report_bracken.txt
588	SRR31935474	27_SRR31935474_db3.bracken.kraken2.report_bracken.txt
589	SRR35053269	27_SRR35053269_db3.bracken.kraken2.report_bracken.txt
590	SRR36041434	27_SRR36041434_db3.bracken.kraken2.report_bracken.txt
591	27_appg	27_appg.report_bracken.txt
592	SRR10592671	28_SRR10592671_db3.bracken.kraken2.report_bracken.txt
593	SRR31935475	28_SRR31935475_db3.bracken.kraken2.report_bracken.txt
594	SRR35053270	28_SRR35053270_db3.bracken.kraken2.report_bracken.txt
595	SRR36041435	28_SRR36041435_db3.bracken.kraken2.report_bracken.txt
596	28_appg	28_appg.report_bracken.txt
597	SRR10592672	29_SRR10592672_db3.bracken.kraken2.report_bracken.txt
598	SRR31935476	29_SRR31935476_db3.bracken.kraken2.report_bracken.txt
599	SRR35053271	29_SRR35053271_db3.bracken.kraken2.report_bracken.txt
600	SRR36041436	29_SRR36041436_db3.bracken.kraken2.report_bracken.txt
601	29_appg	29_appg.report_bracken.txt
602	SRR10592673	30_SRR10592673_db3.bracken.kraken2.report_bracken.txt
603	SRR31935477	30_SRR31935477_db3.bracken.kraken2.report_bracken.txt
604	SRR35053272	30_SRR35053272_db3.bracken.kraken2.report_bracken.txt
605	SRR36041437	30_SRR36041437_db3.bracken.kraken2.report_bracken.txt
606	30_appg	30_appg.report_bracken.txt
607	SRR10592674	31_SRR10592674_db3.bracken.kraken2.report_bracken.txt
608	SRR31935478	31_SRR31935478_db3.bracken.kraken2.report_bracken.txt
609	SRR35053273	31_SRR35053273_db3.bracken.kraken2.report_bracken.txt
610	SRR36041438	31_SRR36041438_db3.bracken.kraken2.report_bracken.txt
611	31_appg	31_appg.report_bracken.txt
612	SRR10592675	32_SRR10592675_db3.bracken.kraken2.report_bracken.txt
613	SRR31935479	32_SRR31935479_db3.bracken.kraken2.report_bracken.txt
614	SRR35053274	32_SRR35053274_db3.bracken.kraken2.report_bracken.txt
615	SRR36041439	32_SRR36041439_db3.bracken.kraken2.report_bracken.txt
616	32_appg	32_appg.report_bracken.txt
617	SRR10592676	33_SRR10592676_db3.bracken.kraken2.report_bracken.txt
618	SRR31935480	33_SRR31935480_db3.bracken.kraken2.report_bracken.txt
619	SRR35053275	33_SRR35053275_db3.bracken.kraken2.report_bracken.txt
620	SRR36041440	33_SRR36041440_db3.bracken.kraken2.report_bracken.txt
621	SRR10592677	34_SRR10592677_db3.bracken.kraken2.report_bracken.txt
622	SRR31935481	34_SRR31935481_db3.bracken.kraken2.report_bracken.txt
623	SRR35053276	34_SRR35053276_db3.bracken.kraken2.report_bracken.txt
624	SRR36041441	34_SRR36041441_db3.bracken.kraken2.report_bracken.txt
625	SRR10592678	35_SRR10592678_db3.bracken.kraken2.report_bracken.txt
626	SRR31935482	35_SRR31935482_db3.bracken.kraken2.report_bracken.txt
627	SRR35053277	35_SRR35053277_db3.bracken.kraken2.report_bracken.txt
628	SRR36041442	35_SRR36041442_db3.bracken.kraken2.report_bracken.txt
629	SRR10592679	36_SRR10592679_db3.bracken.kraken2.report_bracken.txt
630	SRR31935483	36_SRR31935483_db3.bracken.kraken2.report_bracken.txt
631	SRR35053278	36_SRR35053278_db3.bracken.kraken2.report_bracken.txt
632	SRR36041443	36_SRR36041443_db3.bracken.kraken2.report_bracken.txt
633	SRR10592680	37_SRR10592680_db3.bracken.kraken2.report_bracken.txt
634	SRR31935484	37_SRR31935484_db3.bracken.kraken2.report_bracken.txt
635	SRR35053279	37_SRR35053279_db3.bracken.kraken2.report_bracken.txt
636	SRR36041444	37_SRR36041444_db3.bracken.kraken2.report_bracken.txt
637	SRR10592681	38_SRR10592681_db3.bracken.kraken2.report_bracken.txt
638	SRR31935485	38_SRR31935485_db3.bracken.kraken2.report_bracken.txt
639	SRR35053280	38_SRR35053280_db3.bracken.kraken2.report_bracken.txt
640	SRR36041445	38_SRR36041445_db3.bracken.kraken2.report_bracken.txt
641	SRR10592682	39_SRR10592682_db3.bracken.kraken2.report_bracken.txt
642	SRR31935486	39_SRR31935486_db3.bracken.kraken2.report_bracken.txt
643	SRR35053281	39_SRR35053281_db3.bracken.kraken2.report_bracken.txt
644	SRR36041446	39_SRR36041446_db3.bracken.kraken2.report_bracken.txt
645	SRR10592683	40_SRR10592683_db3.bracken.kraken2.report_bracken.txt
646	SRR31935487	40_SRR31935487_db3.bracken.kraken2.report_bracken.txt
647	SRR35053282	40_SRR35053282_db3.bracken.kraken2.report_bracken.txt
648	SRR36041447	40_SRR36041447_db3.bracken.kraken2.report_bracken.txt
649	SRR10592684	41_SRR10592684_db3.bracken.kraken2.report_bracken.txt
650	SRR31935488	41_SRR31935488_db3.bracken.kraken2.report_bracken.txt
651	SRR35053283	41_SRR35053283_db3.bracken.kraken2.report_bracken.txt
652	SRR36041448	41_SRR36041448_db3.bracken.kraken2.report_bracken.txt
653	SRR10592685	42_SRR10592685_db3.bracken.kraken2.report_bracken.txt
654	SRR31935489	42_SRR31935489_db3.bracken.kraken2.report_bracken.txt
655	SRR35053284	42_SRR35053284_db3.bracken.kraken2.report_bracken.txt
656	SRR36041449	42_SRR36041449_db3.bracken.kraken2.report_bracken.txt
657	SRR10592686	43_SRR10592686_db3.bracken.kraken2.report_bracken.txt
658	SRR31935490	43_SRR31935490_db3.bracken.kraken2.report_bracken.txt
659	SRR35053285	43_SRR35053285_db3.bracken.kraken2.report_bracken.txt
660	SRR36041450	43_SRR36041450_db3.bracken.kraken2.report_bracken.txt
661	SRR10592687	44_SRR10592687_db3.bracken.kraken2.report_bracken.txt
662	SRR31935491	44_SRR31935491_db3.bracken.kraken2.report_bracken.txt
663	SRR35053286	44_SRR35053286_db3.bracken.kraken2.report_bracken.txt
664	SRR36041451	44_SRR36041451_db3.bracken.kraken2.report_bracken.txt
665	SRR10592688	45_SRR10592688_db3.bracken.kraken2.report_bracken.txt
666	SRR35053287	45_SRR35053287_db3.bracken.kraken2.report_bracken.txt
667	SRR36041452	45_SRR36041452_db3.bracken.kraken2.report_bracken.txt
668	SRR10592689	46_SRR10592689_db3.bracken.kraken2.report_bracken.txt
669	SRR31935493	46_SRR31935493_db3.bracken.kraken2.report_bracken.txt
670	SRR35053288	46_SRR35053288_db3.bracken.kraken2.report_bracken.txt
671	SRR36041453	46_SRR36041453_db3.bracken.kraken2.report_bracken.txt
672	SRR10592690	47_SRR10592690_db3.bracken.kraken2.report_bracken.txt
673	SRR31935494	47_SRR31935494_db3.bracken.kraken2.report_bracken.txt
674	SRR35053289	47_SRR35053289_db3.bracken.kraken2.report_bracken.txt
675	SRR36041454	47_SRR36041454_db3.bracken.kraken2.report_bracken.txt
676	SRR10592691	48_SRR10592691_db3.bracken.kraken2.report_bracken.txt
677	SRR31935495	48_SRR31935495_db3.bracken.kraken2.report_bracken.txt
678	SRR35053290	48_SRR35053290_db3.bracken.kraken2.report_bracken.txt
679	SRR36041455	48_SRR36041455_db3.bracken.kraken2.report_bracken.txt
680	SRR10592692	49_SRR10592692_db3.bracken.kraken2.report_bracken.txt
681	SRR31935496	49_SRR31935496_db3.bracken.kraken2.report_bracken.txt
682	SRR35053291	49_SRR35053291_db3.bracken.kraken2.report_bracken.txt
683	SRR36041456	49_SRR36041456_db3.bracken.kraken2.report_bracken.txt
684	SRR10592693	50_SRR10592693_db3.bracken.kraken2.report_bracken.txt
685	SRR31935497	50_SRR31935497_db3.bracken.kraken2.report_bracken.txt
686	SRR35053292	50_SRR35053292_db3.bracken.kraken2.report_bracken.txt
687	SRR36041457	50_SRR36041457_db3.bracken.kraken2.report_bracken.txt
688	SRR10592694	51_SRR10592694_db3.bracken.kraken2.report_bracken.txt
689	SRR35053293	51_SRR35053293_db3.bracken.kraken2.report_bracken.txt
690	SRR36041458	51_SRR36041458_db3.bracken.kraken2.report_bracken.txt
691	SRR10592695	52_SRR10592695_db3.bracken.kraken2.report_bracken.txt
692	SRR31935499	52_SRR31935499_db3.bracken.kraken2.report_bracken.txt
693	SRR35053294	52_SRR35053294_db3.bracken.kraken2.report_bracken.txt
694	SRR36041459	52_SRR36041459_db3.bracken.kraken2.report_bracken.txt
695	SRR10592696	53_SRR10592696_db3.bracken.kraken2.report_bracken.txt
696	SRR31935500	53_SRR31935500_db3.bracken.kraken2.report_bracken.txt
697	SRR35053295	53_SRR35053295_db3.bracken.kraken2.report_bracken.txt
698	SRR36041460	53_SRR36041460_db3.bracken.kraken2.report_bracken.txt
699	SRR10592697	54_SRR10592697_db3.bracken.kraken2.report_bracken.txt
700	SRR31935501	54_SRR31935501_db3.bracken.kraken2.report_bracken.txt
701	SRR35053296	54_SRR35053296_db3.bracken.kraken2.report_bracken.txt
702	SRR36041461	54_SRR36041461_db3.bracken.kraken2.report_bracken.txt
703	SRR10592698	55_SRR10592698_db3.bracken.kraken2.report_bracken.txt
704	SRR31935502	55_SRR31935502_db3.bracken.kraken2.report_bracken.txt
705	SRR35053297	55_SRR35053297_db3.bracken.kraken2.report_bracken.txt
706	SRR36041462	55_SRR36041462_db3.bracken.kraken2.report_bracken.txt
707	SRR10592699	56_SRR10592699_db3.bracken.kraken2.report_bracken.txt
708	SRR31935503	56_SRR31935503_db3.bracken.kraken2.report_bracken.txt
709	SRR35053298	56_SRR35053298_db3.bracken.kraken2.report_bracken.txt
710	SRR36041463	56_SRR36041463_db3.bracken.kraken2.report_bracken.txt
711	SRR10592700	57_SRR10592700_db3.bracken.kraken2.report_bracken.txt
712	SRR31935504	57_SRR31935504_db3.bracken.kraken2.report_bracken.txt
713	SRR35053299	57_SRR35053299_db3.bracken.kraken2.report_bracken.txt
714	SRR36041464	57_SRR36041464_db3.bracken.kraken2.report_bracken.txt
715	SRR10592701	58_SRR10592701_db3.bracken.kraken2.report_bracken.txt
716	SRR31935505	58_SRR31935505_db3.bracken.kraken2.report_bracken.txt
717	SRR35053300	58_SRR35053300_db3.bracken.kraken2.report_bracken.txt
718	SRR36041465	58_SRR36041465_db3.bracken.kraken2.report_bracken.txt
719	SRR10592702	59_SRR10592702_db3.bracken.kraken2.report_bracken.txt
720	SRR31935506	59_SRR31935506_db3.bracken.kraken2.report_bracken.txt
721	SRR35053301	59_SRR35053301_db3.bracken.kraken2.report_bracken.txt
722	SRR36041466	59_SRR36041466_db3.bracken.kraken2.report_bracken.txt
723	SRR10592703	60_SRR10592703_db3.bracken.kraken2.report_bracken.txt
724	SRR35053302	60_SRR35053302_db3.bracken.kraken2.report_bracken.txt
725	SRR36041467	60_SRR36041467_db3.bracken.kraken2.report_bracken.txt
726	SRR10592704	61_SRR10592704_db3.bracken.kraken2.report_bracken.txt
727	SRR31935508	61_SRR31935508_db3.bracken.kraken2.report_bracken.txt
728	SRR35053303	61_SRR35053303_db3.bracken.kraken2.report_bracken.txt
729	SRR36041468	61_SRR36041468_db3.bracken.kraken2.report_bracken.txt
730	SRR10592705	62_SRR10592705_db3.bracken.kraken2.report_bracken.txt
731	SRR31935509	62_SRR31935509_db3.bracken.kraken2.report_bracken.txt
732	SRR35053304	62_SRR35053304_db3.bracken.kraken2.report_bracken.txt
733	SRR36041469	62_SRR36041469_db3.bracken.kraken2.report_bracken.txt
734	SRR10592706	63_SRR10592706_db3.bracken.kraken2.report_bracken.txt
735	SRR31935510	63_SRR31935510_db3.bracken.kraken2.report_bracken.txt
736	SRR35053305	63_SRR35053305_db3.bracken.kraken2.report_bracken.txt
737	SRR36041470	63_SRR36041470_db3.bracken.kraken2.report_bracken.txt
738	SRR10592707	64_SRR10592707_db3.bracken.kraken2.report_bracken.txt
739	SRR31935511	64_SRR31935511_db3.bracken.kraken2.report_bracken.txt
740	SRR35053306	64_SRR35053306_db3.bracken.kraken2.report_bracken.txt
741	SRR36041471	64_SRR36041471_db3.bracken.kraken2.report_bracken.txt
742	SRR10592708	65_SRR10592708_db3.bracken.kraken2.report_bracken.txt
743	SRR31935512	65_SRR31935512_db3.bracken.kraken2.report_bracken.txt
744	SRR35053307	65_SRR35053307_db3.bracken.kraken2.report_bracken.txt
745	SRR36041472	65_SRR36041472_db3.bracken.kraken2.report_bracken.txt
746	SRR10592709	66_SRR10592709_db3.bracken.kraken2.report_bracken.txt
747	SRR31935513	66_SRR31935513_db3.bracken.kraken2.report_bracken.txt
748	SRR35053308	66_SRR35053308_db3.bracken.kraken2.report_bracken.txt
749	SRR36041473	66_SRR36041473_db3.bracken.kraken2.report_bracken.txt
750	SRR10592710	67_SRR10592710_db3.bracken.kraken2.report_bracken.txt
751	SRR31935514	67_SRR31935514_db3.bracken.kraken2.report_bracken.txt
752	SRR35053309	67_SRR35053309_db3.bracken.kraken2.report_bracken.txt
753	SRR36041474	67_SRR36041474_db3.bracken.kraken2.report_bracken.txt
754	SRR10592711	68_SRR10592711_db3.bracken.kraken2.report_bracken.txt
755	SRR31935515	68_SRR31935515_db3.bracken.kraken2.report_bracken.txt
756	SRR35053310	68_SRR35053310_db3.bracken.kraken2.report_bracken.txt
757	SRR36041475	68_SRR36041475_db3.bracken.kraken2.report_bracken.txt
758	SRR10592712	69_SRR10592712_db3.bracken.kraken2.report_bracken.txt
759	SRR31935516	69_SRR31935516_db3.bracken.kraken2.report_bracken.txt
760	SRR35053311	69_SRR35053311_db3.bracken.kraken2.report_bracken.txt
761	SRR36041476	69_SRR36041476_db3.bracken.kraken2.report_bracken.txt
762	SRR10592713	70_SRR10592713_db3.bracken.kraken2.report_bracken.txt
763	SRR31935517	70_SRR31935517_db3.bracken.kraken2.report_bracken.txt
764	SRR35053312	70_SRR35053312_db3.bracken.kraken2.report_bracken.txt
765	SRR36041477	70_SRR36041477_db3.bracken.kraken2.report_bracken.txt
766	SRR10592714	71_SRR10592714_db3.bracken.kraken2.report_bracken.txt
767	SRR31935518	71_SRR31935518_db3.bracken.kraken2.report_bracken.txt
768	SRR35053313	71_SRR35053313_db3.bracken.kraken2.report_bracken.txt
769	SRR36041478	71_SRR36041478_db3.bracken.kraken2.report_bracken.txt
770	SRR10592715	72_SRR10592715_db3.bracken.kraken2.report_bracken.txt
771	SRR31935519	72_SRR31935519_db3.bracken.kraken2.report_bracken.txt
772	SRR35053314	72_SRR35053314_db3.bracken.kraken2.report_bracken.txt
773	SRR36041479	72_SRR36041479_db3.bracken.kraken2.report_bracken.txt
774	SRR10592716	73_SRR10592716_db3.bracken.kraken2.report_bracken.txt
775	SRR31935520	73_SRR31935520_db3.bracken.kraken2.report_bracken.txt
776	SRR35053315	73_SRR35053315_db3.bracken.kraken2.report_bracken.txt
777	SRR36041480	73_SRR36041480_db3.bracken.kraken2.report_bracken.txt
778	SRR10592717	74_SRR10592717_db3.bracken.kraken2.report_bracken.txt
779	SRR31935521	74_SRR31935521_db3.bracken.kraken2.report_bracken.txt
780	SRR35053316	74_SRR35053316_db3.bracken.kraken2.report_bracken.txt
781	SRR36041481	74_SRR36041481_db3.bracken.kraken2.report_bracken.txt
782	SRR10592718	75_SRR10592718_db3.bracken.kraken2.report_bracken.txt
783	SRR31935522	75_SRR31935522_db3.bracken.kraken2.report_bracken.txt
784	SRR35053317	75_SRR35053317_db3.bracken.kraken2.report_bracken.txt
785	SRR36041482	75_SRR36041482_db3.bracken.kraken2.report_bracken.txt
786	SRR10592719	76_SRR10592719_db3.bracken.kraken2.report_bracken.txt
787	SRR31935523	76_SRR31935523_db3.bracken.kraken2.report_bracken.txt
788	SRR35053318	76_SRR35053318_db3.bracken.kraken2.report_bracken.txt
789	SRR36041483	76_SRR36041483_db3.bracken.kraken2.report_bracken.txt
790	SRR10592720	77_SRR10592720_db3.bracken.kraken2.report_bracken.txt
791	SRR31935524	77_SRR31935524_db3.bracken.kraken2.report_bracken.txt
792	SRR35053319	77_SRR35053319_db3.bracken.kraken2.report_bracken.txt
793	SRR36041484	77_SRR36041484_db3.bracken.kraken2.report_bracken.txt
794	SRR10592721	78_SRR10592721_db3.bracken.kraken2.report_bracken.txt
795	SRR31935525	78_SRR31935525_db3.bracken.kraken2.report_bracken.txt
796	SRR35053320	78_SRR35053320_db3.bracken.kraken2.report_bracken.txt
797	SRR36041485	78_SRR36041485_db3.bracken.kraken2.report_bracken.txt
798	SRR10592722	79_SRR10592722_db3.bracken.kraken2.report_bracken.txt
799	SRR31935526	79_SRR31935526_db3.bracken.kraken2.report_bracken.txt
800	SRR35053321	79_SRR35053321_db3.bracken.kraken2.report_bracken.txt
801	SRR36041486	79_SRR36041486_db3.bracken.kraken2.report_bracken.txt
802	SRR10592723	80_SRR10592723_db3.bracken.kraken2.report_bracken.txt
803	SRR31935527	80_SRR31935527_db3.bracken.kraken2.report_bracken.txt
804	SRR35053322	80_SRR35053322_db3.bracken.kraken2.report_bracken.txt
805	SRR36041487	80_SRR36041487_db3.bracken.kraken2.report_bracken.txt
806	SRR10592724	81_SRR10592724_db3.bracken.kraken2.report_bracken.txt
807	SRR31935528	81_SRR31935528_db3.bracken.kraken2.report_bracken.txt
808	SRR35053323	81_SRR35053323_db3.bracken.kraken2.report_bracken.txt
809	SRR36041488	81_SRR36041488_db3.bracken.kraken2.report_bracken.txt
810	SRR10592725	82_SRR10592725_db3.bracken.kraken2.report_bracken.txt
811	SRR31935529	82_SRR31935529_db3.bracken.kraken2.report_bracken.txt
812	SRR35053324	82_SRR35053324_db3.bracken.kraken2.report_bracken.txt
813	SRR36041489	82_SRR36041489_db3.bracken.kraken2.report_bracken.txt
814	SRR10592726	83_SRR10592726_db3.bracken.kraken2.report_bracken.txt
815	SRR31935530	83_SRR31935530_db3.bracken.kraken2.report_bracken.txt
816	SRR35053325	83_SRR35053325_db3.bracken.kraken2.report_bracken.txt
817	SRR36041490	83_SRR36041490_db3.bracken.kraken2.report_bracken.txt
818	SRR10592727	84_SRR10592727_db3.bracken.kraken2.report_bracken.txt
819	SRR31935531	84_SRR31935531_db3.bracken.kraken2.report_bracken.txt
820	SRR35053326	84_SRR35053326_db3.bracken.kraken2.report_bracken.txt
821	SRR36041491	84_SRR36041491_db3.bracken.kraken2.report_bracken.txt
822	SRR10592728	85_SRR10592728_db3.bracken.kraken2.report_bracken.txt
823	SRR31935532	85_SRR31935532_db3.bracken.kraken2.report_bracken.txt
824	SRR35053327	85_SRR35053327_db3.bracken.kraken2.report_bracken.txt
825	SRR36041492	85_SRR36041492_db3.bracken.kraken2.report_bracken.txt
826	SRR10592729	86_SRR10592729_db3.bracken.kraken2.report_bracken.txt
827	SRR31935533	86_SRR31935533_db3.bracken.kraken2.report_bracken.txt
828	SRR35053328	86_SRR35053328_db3.bracken.kraken2.report_bracken.txt
829	SRR36041493	86_SRR36041493_db3.bracken.kraken2.report_bracken.txt
830	SRR10592730	87_SRR10592730_db3.bracken.kraken2.report_bracken.txt
831	SRR31935534	87_SRR31935534_db3.bracken.kraken2.report_bracken.txt
832	SRR35053329	87_SRR35053329_db3.bracken.kraken2.report_bracken.txt
833	SRR36041494	87_SRR36041494_db3.bracken.kraken2.report_bracken.txt
834	SRR10592731	88_SRR10592731_db3.bracken.kraken2.report_bracken.txt
835	SRR31935535	88_SRR31935535_db3.bracken.kraken2.report_bracken.txt
836	SRR35053330	88_SRR35053330_db3.bracken.kraken2.report_bracken.txt
837	SRR36041495	88_SRR36041495_db3.bracken.kraken2.report_bracken.txt
838	SRR10592732	89_SRR10592732_db3.bracken.kraken2.report_bracken.txt
839	SRR31935536	89_SRR31935536_db3.bracken.kraken2.report_bracken.txt
840	SRR35053331	89_SRR35053331_db3.bracken.kraken2.report_bracken.txt
841	SRR36041496	89_SRR36041496_db3.bracken.kraken2.report_bracken.txt
842	SRR10592733	90_SRR10592733_db3.bracken.kraken2.report_bracken.txt
843	SRR31935537	90_SRR31935537_db3.bracken.kraken2.report_bracken.txt
844	SRR35053332	90_SRR35053332_db3.bracken.kraken2.report_bracken.txt
845	SRR36041497	90_SRR36041497_db3.bracken.kraken2.report_bracken.txt
846	SRR10592734	91_SRR10592734_db3.bracken.kraken2.report_bracken.txt
847	SRR31935538	91_SRR31935538_db3.bracken.kraken2.report_bracken.txt
848	SRR35053333	91_SRR35053333_db3.bracken.kraken2.report_bracken.txt
849	SRR36041498	91_SRR36041498_db3.bracken.kraken2.report_bracken.txt
850	SRR10592735	92_SRR10592735_db3.bracken.kraken2.report_bracken.txt
851	SRR31935539	92_SRR31935539_db3.bracken.kraken2.report_bracken.txt
852	SRR35053334	92_SRR35053334_db3.bracken.kraken2.report_bracken.txt
853	SRR36041499	92_SRR36041499_db3.bracken.kraken2.report_bracken.txt
854	SRR31935540	93_SRR31935540_db3.bracken.kraken2.report_bracken.txt
855	SRR35053335	93_SRR35053335_db3.bracken.kraken2.report_bracken.txt
856	SRR36041500	93_SRR36041500_db3.bracken.kraken2.report_bracken.txt
857	SRR31935541	94_SRR31935541_db3.bracken.kraken2.report_bracken.txt
858	SRR35053336	94_SRR35053336_db3.bracken.kraken2.report_bracken.txt
859	SRR36041501	94_SRR36041501_db3.bracken.kraken2.report_bracken.txt
860	SRR31935542	95_SRR31935542_db3.bracken.kraken2.report_bracken.txt
861	SRR35053337	95_SRR35053337_db3.bracken.kraken2.report_bracken.txt
862	SRR36041502	95_SRR36041502_db3.bracken.kraken2.report_bracken.txt
863	SRR31935543	96_SRR31935543_db3.bracken.kraken2.report_bracken.txt
864	SRR35053338	96_SRR35053338_db3.bracken.kraken2.report_bracken.txt
865	SRR36041503	96_SRR36041503_db3.bracken.kraken2.report_bracken.txt
866	SRR31935544	97_SRR31935544_db3.bracken.kraken2.report_bracken.txt
867	SRR35053339	97_SRR35053339_db3.bracken.kraken2.report_bracken.txt
868	SRR36041504	97_SRR36041504_db3.bracken.kraken2.report_bracken.txt
869	SRR31935545	98_SRR31935545_db3.bracken.kraken2.report_bracken.txt
870	SRR35053340	98_SRR35053340_db3.bracken.kraken2.report_bracken.txt
871	SRR36041505	98_SRR36041505_db3.bracken.kraken2.report_bracken.txt
872	SRR31935546	99_SRR31935546_db3.bracken.kraken2.report_bracken.txt
873	SRR35053341	99_SRR35053341_db3.bracken.kraken2.report_bracken.txt
874	SRR36041506	99_SRR36041506_db3.bracken.kraken2.report_bracken.txt
875	SRR10592743	100_SRR10592743_db3.bracken.kraken2.report_bracken.txt
876	SRR31935547	100_SRR31935547_db3.bracken.kraken2.report_bracken.txt
877	SRR35053342	100_SRR35053342_db3.bracken.kraken2.report_bracken.txt
878	SRR36041507	100_SRR36041507_db3.bracken.kraken2.report_bracken.txt
879	SRR10592744	101_SRR10592744_db3.bracken.kraken2.report_bracken.txt
880	SRR31935548	101_SRR31935548_db3.bracken.kraken2.report_bracken.txt
881	SRR35053343	101_SRR35053343_db3.bracken.kraken2.report_bracken.txt
882	SRR36041508	101_SRR36041508_db3.bracken.kraken2.report_bracken.txt
883	SRR31935549	102_SRR31935549_db3.bracken.kraken2.report_bracken.txt
884	SRR35053344	102_SRR35053344_db3.bracken.kraken2.report_bracken.txt
885	SRR36041509	102_SRR36041509_db3.bracken.kraken2.report_bracken.txt
886	SRR31935550	103_SRR31935550_db3.bracken.kraken2.report_bracken.txt
887	SRR35053345	103_SRR35053345_db3.bracken.kraken2.report_bracken.txt
888	SRR31935551	104_SRR31935551_db3.bracken.kraken2.report_bracken.txt
889	SRR35053346	104_SRR35053346_db3.bracken.kraken2.report_bracken.txt
890	SRR31935552	105_SRR31935552_db3.bracken.kraken2.report_bracken.txt
891	SRR35053347	105_SRR35053347_db3.bracken.kraken2.report_bracken.txt
892	SRR31935553	106_SRR31935553_db3.bracken.kraken2.report_bracken.txt
893	SRR35053348	106_SRR35053348_db3.bracken.kraken2.report_bracken.txt
894	SRR31935554	107_SRR31935554_db3.bracken.kraken2.report_bracken.txt
895	SRR35053349	107_SRR35053349_db3.bracken.kraken2.report_bracken.txt
896	SRR31935555	108_SRR31935555_db3.bracken.kraken2.report_bracken.txt
897	SRR35053350	108_SRR35053350_db3.bracken.kraken2.report_bracken.txt
898	SRR31935556	109_SRR31935556_db3.bracken.kraken2.report_bracken.txt
899	SRR35053351	109_SRR35053351_db3.bracken.kraken2.report_bracken.txt
