number	accession	filename
900	SRR31935557	110_SRR31935557_db3.bracken.kraken2.report_bracken.txt
901	SRR35053352	110_SRR35053352_db3.bracken.kraken2.report_bracken.txt
902	SRR31935558	111_SRR31935558_db3.bracken.kraken2.report_bracken.txt
903	SRR35053353	111_SRR35053353_db3.bracken.kraken2.report_bracken.txt
904	SRR10592755	112_SRR10592755_db3.bracken.kraken2.report_bracken.txt
905	SRR31935559	112_SRR31935559_db3.bracken.kraken2.report_bracken.txt
906	SRR35053354	112_SRR35053354_db3.bracken.kraken2.report_bracken.txt
907	SRR31935560	113_SRR31935560_db3.bracken.kraken2.report_bracken.txt
908	SRR35053355	113_SRR35053355_db3.bracken.kraken2.report_bracken.txt
909	SRR31935561	114_SRR31935561_db3.bracken.kraken2.report_bracken.txt
910	SRR35053356	114_SRR35053356_db3.bracken.kraken2.report_bracken.txt
911	SRR31935562	115_SRR31935562_db3.bracken.kraken2.report_bracken.txt
912	SRR35053357	115_SRR35053357_db3.bracken.kraken2.report_bracken.txt
913	SRR31935563	116_SRR31935563_db3.bracken.kraken2.report_bracken.txt
914	SRR35053358	116_SRR35053358_db3.bracken.kraken2.report_bracken.txt
915	SRR31935564	117_SRR31935564_db3.bracken.kraken2.report_bracken.txt
916	SRR35053359	117_SRR35053359_db3.bracken.kraken2.report_bracken.txt
917	SRR31935565	118_SRR31935565_db3.bracken.kraken2.report_bracken.txt
918	SRR35053360	118_SRR35053360_db3.bracken.kraken2.report_bracken.txt
919	SRR31935566	119_SRR31935566_db3.bracken.kraken2.report_bracken.txt
920	SRR35053361	119_SRR35053361_db3.bracken.kraken2.report_bracken.txt
921	SRR31935567	120_SRR31935567_db3.bracken.kraken2.report_bracken.txt
922	SRR35053362	120_SRR35053362_db3.bracken.kraken2.report_bracken.txt
923	SRR31935568	121_SRR31935568_db3.bracken.kraken2.report_bracken.txt
924	SRR35053363	121_SRR35053363_db3.bracken.kraken2.report_bracken.txt
925	SRR31935569	122_SRR31935569_db3.bracken.kraken2.report_bracken.txt
926	SRR35053364	122_SRR35053364_db3.bracken.kraken2.report_bracken.txt
927	SRR10592766	123_SRR10592766_db3.bracken.kraken2.report_bracken.txt
928	SRR31935570	123_SRR31935570_db3.bracken.kraken2.report_bracken.txt
929	SRR35053365	123_SRR35053365_db3.bracken.kraken2.report_bracken.txt
930	SRR31935571	124_SRR31935571_db3.bracken.kraken2.report_bracken.txt
931	SRR35053366	124_SRR35053366_db3.bracken.kraken2.report_bracken.txt
932	SRR31935572	125_SRR31935572_db3.bracken.kraken2.report_bracken.txt
933	SRR35053367	125_SRR35053367_db3.bracken.kraken2.report_bracken.txt
934	SRR31935573	126_SRR31935573_db3.bracken.kraken2.report_bracken.txt
935	SRR35053368	126_SRR35053368_db3.bracken.kraken2.report_bracken.txt
936	SRR31935574	127_SRR31935574_db3.bracken.kraken2.report_bracken.txt
937	SRR35053369	127_SRR35053369_db3.bracken.kraken2.report_bracken.txt
938	SRR31935575	128_SRR31935575_db3.bracken.kraken2.report_bracken.txt
939	SRR35053370	128_SRR35053370_db3.bracken.kraken2.report_bracken.txt
940	SRR10592772	129_SRR10592772_db3.bracken.kraken2.report_bracken.txt
941	SRR31935576	129_SRR31935576_db3.bracken.kraken2.report_bracken.txt
942	SRR35053371	129_SRR35053371_db3.bracken.kraken2.report_bracken.txt
943	SRR10592773	130_SRR10592773_db3.bracken.kraken2.report_bracken.txt
944	SRR31935577	130_SRR31935577_db3.bracken.kraken2.report_bracken.txt
945	SRR35053372	130_SRR35053372_db3.bracken.kraken2.report_bracken.txt
946	SRR31935578	131_SRR31935578_db3.bracken.kraken2.report_bracken.txt
947	SRR35053373	131_SRR35053373_db3.bracken.kraken2.report_bracken.txt
948	SRR31935579	132_SRR31935579_db3.bracken.kraken2.report_bracken.txt
949	SRR35053374	132_SRR35053374_db3.bracken.kraken2.report_bracken.txt
950	SRR31935580	133_SRR31935580_db3.bracken.kraken2.report_bracken.txt
951	SRR35053375	133_SRR35053375_db3.bracken.kraken2.report_bracken.txt
952	SRR10592777	134_SRR10592777_db3.bracken.kraken2.report_bracken.txt
953	SRR31935581	134_SRR31935581_db3.bracken.kraken2.report_bracken.txt
954	SRR35053376	134_SRR35053376_db3.bracken.kraken2.report_bracken.txt
955	SRR10592778	135_SRR10592778_db3.bracken.kraken2.report_bracken.txt
956	SRR31935582	135_SRR31935582_db3.bracken.kraken2.report_bracken.txt
957	SRR35053377	135_SRR35053377_db3.bracken.kraken2.report_bracken.txt
958	SRR10592779	136_SRR10592779_db3.bracken.kraken2.report_bracken.txt
959	SRR31935583	136_SRR31935583_db3.bracken.kraken2.report_bracken.txt
960	SRR35053378	136_SRR35053378_db3.bracken.kraken2.report_bracken.txt
961	SRR10592780	137_SRR10592780_db3.bracken.kraken2.report_bracken.txt
962	SRR31935584	137_SRR31935584_db3.bracken.kraken2.report_bracken.txt
963	SRR35053379	137_SRR35053379_db3.bracken.kraken2.report_bracken.txt
964	SRR31935585	138_SRR31935585_db3.bracken.kraken2.report_bracken.txt
965	SRR35053380	138_SRR35053380_db3.bracken.kraken2.report_bracken.txt
966	SRR31935586	139_SRR31935586_db3.bracken.kraken2.report_bracken.txt
967	SRR35053381	139_SRR35053381_db3.bracken.kraken2.report_bracken.txt
968	SRR31935587	140_SRR31935587_db3.bracken.kraken2.report_bracken.txt
969	SRR35053382	140_SRR35053382_db3.bracken.kraken2.report_bracken.txt
970	SRR31935588	141_SRR31935588_db3.bracken.kraken2.report_bracken.txt
971	SRR35053383	141_SRR35053383_db3.bracken.kraken2.report_bracken.txt
972	SRR10592785	142_SRR10592785_db3.bracken.kraken2.report_bracken.txt
973	SRR31935589	142_SRR31935589_db3.bracken.kraken2.report_bracken.txt
974	SRR35053384	142_SRR35053384_db3.bracken.kraken2.report_bracken.txt
975	SRR31935590	143_SRR31935590_db3.bracken.kraken2.report_bracken.txt
976	SRR35053385	143_SRR35053385_db3.bracken.kraken2.report_bracken.txt
977	SRR31935591	144_SRR31935591_db3.bracken.kraken2.report_bracken.txt
978	SRR35053386	144_SRR35053386_db3.bracken.kraken2.report_bracken.txt
979	SRR10592788	145_SRR10592788_db3.bracken.kraken2.report_bracken.txt
980	SRR31935592	145_SRR31935592_db3.bracken.kraken2.report_bracken.txt
981	SRR35053387	145_SRR35053387_db3.bracken.kraken2.report_bracken.txt
982	SRR31935593	146_SRR31935593_db3.bracken.kraken2.report_bracken.txt
983	SRR35053388	146_SRR35053388_db3.bracken.kraken2.report_bracken.txt
984	SRR31935594	147_SRR31935594_db3.bracken.kraken2.report_bracken.txt
985	SRR35053389	147_SRR35053389_db3.bracken.kraken2.report_bracken.txt
986	SRR31935595	148_SRR31935595_db3.bracken.kraken2.report_bracken.txt
987	SRR35053390	148_SRR35053390_db3.bracken.kraken2.report_bracken.txt
988	SRR31935596	149_SRR31935596_db3.bracken.kraken2.report_bracken.txt
989	SRR35053391	149_SRR35053391_db3.bracken.kraken2.report_bracken.txt
990	SRR10592793	150_SRR10592793_db3.bracken.kraken2.report_bracken.txt
991	SRR31935597	150_SRR31935597_db3.bracken.kraken2.report_bracken.txt
992	SRR35053392	150_SRR35053392_db3.bracken.kraken2.report_bracken.txt
993	SRR10592794	151_SRR10592794_db3.bracken.kraken2.report_bracken.txt
994	SRR31935598	151_SRR31935598_db3.bracken.kraken2.report_bracken.txt
995	SRR35053393	151_SRR35053393_db3.bracken.kraken2.report_bracken.txt
996	SRR31935599	152_SRR31935599_db3.bracken.kraken2.report_bracken.txt
997	SRR35053394	152_SRR35053394_db3.bracken.kraken2.report_bracken.txt
998	SRR31935600	153_SRR31935600_db3.bracken.kraken2.report_bracken.txt
999	SRR35053395	153_SRR35053395_db3.bracken.kraken2.report_bracken.txt
1000	SRR31935601	154_SRR31935601_db3.bracken.kraken2.report_bracken.txt
1001	SRR35053396	154_SRR35053396_db3.bracken.kraken2.report_bracken.txt
1002	SRR31935602	155_SRR31935602_db3.bracken.kraken2.report_bracken.txt
1003	SRR35053397	155_SRR35053397_db3.bracken.kraken2.report_bracken.txt
1004	SRR10592799	156_SRR10592799_db3.bracken.kraken2.report_bracken.txt
1005	SRR31935603	156_SRR31935603_db3.bracken.kraken2.report_bracken.txt
1006	SRR35053398	156_SRR35053398_db3.bracken.kraken2.report_bracken.txt
1007	SRR10592800	157_SRR10592800_db3.bracken.kraken2.report_bracken.txt
1008	SRR31935604	157_SRR31935604_db3.bracken.kraken2.report_bracken.txt
1009	SRR35053399	157_SRR35053399_db3.bracken.kraken2.report_bracken.txt
1010	SRR10592801	158_SRR10592801_db3.bracken.kraken2.report_bracken.txt
1011	SRR31935605	158_SRR31935605_db3.bracken.kraken2.report_bracken.txt
1012	SRR35053400	158_SRR35053400_db3.bracken.kraken2.report_bracken.txt
1013	SRR31935606	159_SRR31935606_db3.bracken.kraken2.report_bracken.txt
1014	SRR35053401	159_SRR35053401_db3.bracken.kraken2.report_bracken.txt
1015	SRR31935607	160_SRR31935607_db3.bracken.kraken2.report_bracken.txt
1016	SRR35053402	160_SRR35053402_db3.bracken.kraken2.report_bracken.txt
1017	SRR31935608	161_SRR31935608_db3.bracken.kraken2.report_bracken.txt
1018	SRR35053403	161_SRR35053403_db3.bracken.kraken2.report_bracken.txt
1019	SRR10592805	162_SRR10592805_db3.bracken.kraken2.report_bracken.txt
1020	SRR31935609	162_SRR31935609_db3.bracken.kraken2.report_bracken.txt
1021	SRR35053404	162_SRR35053404_db3.bracken.kraken2.report_bracken.txt
1022	SRR10592806	163_SRR10592806_db3.bracken.kraken2.report_bracken.txt
1023	SRR31935610	163_SRR31935610_db3.bracken.kraken2.report_bracken.txt
1024	SRR35053405	163_SRR35053405_db3.bracken.kraken2.report_bracken.txt
1025	SRR10592807	164_SRR10592807_db3.bracken.kraken2.report_bracken.txt
1026	SRR31935611	164_SRR31935611_db3.bracken.kraken2.report_bracken.txt
1027	SRR35053406	164_SRR35053406_db3.bracken.kraken2.report_bracken.txt
1028	SRR10592808	165_SRR10592808_db3.bracken.kraken2.report_bracken.txt
1029	SRR31935612	165_SRR31935612_db3.bracken.kraken2.report_bracken.txt
1030	SRR35053407	165_SRR35053407_db3.bracken.kraken2.report_bracken.txt
1031	SRR10592809	166_SRR10592809_db3.bracken.kraken2.report_bracken.txt
1032	SRR31935613	166_SRR31935613_db3.bracken.kraken2.report_bracken.txt
1033	SRR35053408	166_SRR35053408_db3.bracken.kraken2.report_bracken.txt
1034	SRR10592810	167_SRR10592810_db3.bracken.kraken2.report_bracken.txt
1035	SRR31935614	167_SRR31935614_db3.bracken.kraken2.report_bracken.txt
1036	SRR35053409	167_SRR35053409_db3.bracken.kraken2.report_bracken.txt
1037	SRR10592811	168_SRR10592811_db3.bracken.kraken2.report_bracken.txt
1038	SRR31935615	168_SRR31935615_db3.bracken.kraken2.report_bracken.txt
1039	SRR35053410	168_SRR35053410_db3.bracken.kraken2.report_bracken.txt
1040	SRR10592812	169_SRR10592812_db3.bracken.kraken2.report_bracken.txt
1041	SRR31935616	169_SRR31935616_db3.bracken.kraken2.report_bracken.txt
1042	SRR35053411	169_SRR35053411_db3.bracken.kraken2.report_bracken.txt
1043	SRR10592813	170_SRR10592813_db3.bracken.kraken2.report_bracken.txt
1044	SRR31935617	170_SRR31935617_db3.bracken.kraken2.report_bracken.txt
1045	SRR35053412	170_SRR35053412_db3.bracken.kraken2.report_bracken.txt
1046	SRR10592814	171_SRR10592814_db3.bracken.kraken2.report_bracken.txt
1047	SRR31935618	171_SRR31935618_db3.bracken.kraken2.report_bracken.txt
1048	SRR35053413	171_SRR35053413_db3.bracken.kraken2.report_bracken.txt
1049	SRR10592815	172_SRR10592815_db3.bracken.kraken2.report_bracken.txt
1050	SRR31935619	172_SRR31935619_db3.bracken.kraken2.report_bracken.txt
1051	SRR35053414	172_SRR35053414_db3.bracken.kraken2.report_bracken.txt
1052	SRR10592816	173_SRR10592816_db3.bracken.kraken2.report_bracken.txt
1053	SRR31935620	173_SRR31935620_db3.bracken.kraken2.report_bracken.txt
1054	SRR35053415	173_SRR35053415_db3.bracken.kraken2.report_bracken.txt
1055	SRR10592817	174_SRR10592817_db3.bracken.kraken2.report_bracken.txt
1056	SRR31935621	174_SRR31935621_db3.bracken.kraken2.report_bracken.txt
1057	SRR35053416	174_SRR35053416_db3.bracken.kraken2.report_bracken.txt
1058	SRR10592818	175_SRR10592818_db3.bracken.kraken2.report_bracken.txt
1059	SRR31935622	175_SRR31935622_db3.bracken.kraken2.report_bracken.txt
1060	SRR35053417	175_SRR35053417_db3.bracken.kraken2.report_bracken.txt
1061	SRR10592819	176_SRR10592819_db3.bracken.kraken2.report_bracken.txt
1062	SRR31935623	176_SRR31935623_db3.bracken.kraken2.report_bracken.txt
1063	SRR35053418	176_SRR35053418_db3.bracken.kraken2.report_bracken.txt
1064	SRR10592820	177_SRR10592820_db3.bracken.kraken2.report_bracken.txt
1065	SRR31935624	177_SRR31935624_db3.bracken.kraken2.report_bracken.txt
1066	SRR35053419	177_SRR35053419_db3.bracken.kraken2.report_bracken.txt
1067	SRR10592821	178_SRR10592821_db3.bracken.kraken2.report_bracken.txt
1068	SRR31935625	178_SRR31935625_db3.bracken.kraken2.report_bracken.txt
1069	SRR35053420	178_SRR35053420_db3.bracken.kraken2.report_bracken.txt
1070	SRR10592822	179_SRR10592822_db3.bracken.kraken2.report_bracken.txt
1071	SRR31935626	179_SRR31935626_db3.bracken.kraken2.report_bracken.txt
1072	SRR35053421	179_SRR35053421_db3.bracken.kraken2.report_bracken.txt
1073	SRR10592823	180_SRR10592823_db3.bracken.kraken2.report_bracken.txt
1074	SRR31935627	180_SRR31935627_db3.bracken.kraken2.report_bracken.txt
1075	SRR35053422	180_SRR35053422_db3.bracken.kraken2.report_bracken.txt
1076	SRR10592824	181_SRR10592824_db3.bracken.kraken2.report_bracken.txt
1077	SRR31935628	181_SRR31935628_db3.bracken.kraken2.report_bracken.txt
1078	SRR35053423	181_SRR35053423_db3.bracken.kraken2.report_bracken.txt
1079	SRR10592825	182_SRR10592825_db3.bracken.kraken2.report_bracken.txt
1080	SRR31935629	182_SRR31935629_db3.bracken.kraken2.report_bracken.txt
1081	SRR35053424	182_SRR35053424_db3.bracken.kraken2.report_bracken.txt
1082	SRR10592826	183_SRR10592826_db3.bracken.kraken2.report_bracken.txt
1083	SRR31935630	183_SRR31935630_db3.bracken.kraken2.report_bracken.txt
1084	SRR35053425	183_SRR35053425_db3.bracken.kraken2.report_bracken.txt
1085	SRR10592827	184_SRR10592827_db3.bracken.kraken2.report_bracken.txt
1086	SRR31935631	184_SRR31935631_db3.bracken.kraken2.report_bracken.txt
1087	SRR35053426	184_SRR35053426_db3.bracken.kraken2.report_bracken.txt
1088	SRR10592828	185_SRR10592828_db3.bracken.kraken2.report_bracken.txt
1089	SRR31935632	185_SRR31935632_db3.bracken.kraken2.report_bracken.txt
1090	SRR35053427	185_SRR35053427_db3.bracken.kraken2.report_bracken.txt
1091	SRR10592829	186_SRR10592829_db3.bracken.kraken2.report_bracken.txt
1092	SRR31935633	186_SRR31935633_db3.bracken.kraken2.report_bracken.txt
1093	SRR35053428	186_SRR35053428_db3.bracken.kraken2.report_bracken.txt
1094	SRR10592830	187_SRR10592830_db3.bracken.kraken2.report_bracken.txt
1095	SRR31935634	187_SRR31935634_db3.bracken.kraken2.report_bracken.txt
1096	SRR35053429	187_SRR35053429_db3.bracken.kraken2.report_bracken.txt
1097	SRR10592831	188_SRR10592831_db3.bracken.kraken2.report_bracken.txt
1098	SRR31935635	188_SRR31935635_db3.bracken.kraken2.report_bracken.txt
1099	SRR35053430	188_SRR35053430_db3.bracken.kraken2.report_bracken.txt
1100	SRR10592832	189_SRR10592832_db3.bracken.kraken2.report_bracken.txt
1101	SRR31935636	189_SRR31935636_db3.bracken.kraken2.report_bracken.txt
1102	SRR35053431	189_SRR35053431_db3.bracken.kraken2.report_bracken.txt
1103	SRR10592833	190_SRR10592833_db3.bracken.kraken2.report_bracken.txt
1104	SRR31935637	190_SRR31935637_db3.bracken.kraken2.report_bracken.txt
1105	SRR10592834	191_SRR10592834_db3.bracken.kraken2.report_bracken.txt
1106	SRR31935638	191_SRR31935638_db3.bracken.kraken2.report_bracken.txt
1107	SRR10592835	192_SRR10592835_db3.bracken.kraken2.report_bracken.txt
1108	SRR31935639	192_SRR31935639_db3.bracken.kraken2.report_bracken.txt
1109	SRR10592836	193_SRR10592836_db3.bracken.kraken2.report_bracken.txt
1110	SRR31935640	193_SRR31935640_db3.bracken.kraken2.report_bracken.txt
1111	SRR10592837	194_SRR10592837_db3.bracken.kraken2.report_bracken.txt
1112	SRR31935641	194_SRR31935641_db3.bracken.kraken2.report_bracken.txt
1113	SRR10592838	195_SRR10592838_db3.bracken.kraken2.report_bracken.txt
1114	SRR31935642	195_SRR31935642_db3.bracken.kraken2.report_bracken.txt
1115	SRR10592839	196_SRR10592839_db3.bracken.kraken2.report_bracken.txt
1116	SRR31935643	196_SRR31935643_db3.bracken.kraken2.report_bracken.txt
1117	SRR10592840	197_SRR10592840_db3.bracken.kraken2.report_bracken.txt
1118	SRR31935644	197_SRR31935644_db3.bracken.kraken2.report_bracken.txt
1119	SRR10592841	198_SRR10592841_db3.bracken.kraken2.report_bracken.txt
1120	SRR31935645	198_SRR31935645_db3.bracken.kraken2.report_bracken.txt
1121	SRR10592842	199_SRR10592842_db3.bracken.kraken2.report_bracken.txt
1122	SRR31935646	199_SRR31935646_db3.bracken.kraken2.report_bracken.txt
1123	SRR10592843	200_SRR10592843_db3.bracken.kraken2.report_bracken.txt
1124	SRR31935647	200_SRR31935647_db3.bracken.kraken2.report_bracken.txt
1125	SRR10592844	201_SRR10592844_db3.bracken.kraken2.report_bracken.txt
1126	SRR31935648	201_SRR31935648_db3.bracken.kraken2.report_bracken.txt
1127	SRR10592845	202_SRR10592845_db3.bracken.kraken2.report_bracken.txt
1128	SRR31935649	202_SRR31935649_db3.bracken.kraken2.report_bracken.txt
1129	SRR10592846	203_SRR10592846_db3.bracken.kraken2.report_bracken.txt
1130	SRR31935650	203_SRR31935650_db3.bracken.kraken2.report_bracken.txt
1131	SRR10592847	204_SRR10592847_db3.bracken.kraken2.report_bracken.txt
1132	SRR31935651	204_SRR31935651_db3.bracken.kraken2.report_bracken.txt
1133	SRR10592848	205_SRR10592848_db3.bracken.kraken2.report_bracken.txt
1134	SRR31935652	205_SRR31935652_db3.bracken.kraken2.report_bracken.txt
1135	SRR10592849	206_SRR10592849_db3.bracken.kraken2.report_bracken.txt
1136	SRR31935653	206_SRR31935653_db3.bracken.kraken2.report_bracken.txt
1137	SRR10592850	207_SRR10592850_db3.bracken.kraken2.report_bracken.txt
1138	SRR31935654	207_SRR31935654_db3.bracken.kraken2.report_bracken.txt
1139	SRR10592851	208_SRR10592851_db3.bracken.kraken2.report_bracken.txt
1140	SRR31935655	208_SRR31935655_db3.bracken.kraken2.report_bracken.txt
1141	SRR10592852	209_SRR10592852_db3.bracken.kraken2.report_bracken.txt
1142	SRR31935656	209_SRR31935656_db3.bracken.kraken2.report_bracken.txt
1143	SRR10592853	210_SRR10592853_db3.bracken.kraken2.report_bracken.txt
1144	SRR31935657	210_SRR31935657_db3.bracken.kraken2.report_bracken.txt
1145	SRR10592854	211_SRR10592854_db3.bracken.kraken2.report_bracken.txt
1146	SRR31935658	211_SRR31935658_db3.bracken.kraken2.report_bracken.txt
1147	SRR10592855	212_SRR10592855_db3.bracken.kraken2.report_bracken.txt
1148	SRR31935659	212_SRR31935659_db3.bracken.kraken2.report_bracken.txt
1149	SRR10592856	213_SRR10592856_db3.bracken.kraken2.report_bracken.txt
1150	SRR31935660	213_SRR31935660_db3.bracken.kraken2.report_bracken.txt
1151	SRR10592857	214_SRR10592857_db3.bracken.kraken2.report_bracken.txt
1152	SRR31935661	214_SRR31935661_db3.bracken.kraken2.report_bracken.txt
1153	SRR10592858	215_SRR10592858_db3.bracken.kraken2.report_bracken.txt
1154	SRR31935662	215_SRR31935662_db3.bracken.kraken2.report_bracken.txt
1155	SRR10592859	216_SRR10592859_db3.bracken.kraken2.report_bracken.txt
1156	SRR31935663	216_SRR31935663_db3.bracken.kraken2.report_bracken.txt
1157	SRR10592860	217_SRR10592860_db3.bracken.kraken2.report_bracken.txt
1158	SRR31935664	217_SRR31935664_db3.bracken.kraken2.report_bracken.txt
1159	SRR10592861	218_SRR10592861_db3.bracken.kraken2.report_bracken.txt
1160	SRR31935665	218_SRR31935665_db3.bracken.kraken2.report_bracken.txt
1161	SRR10592862	219_SRR10592862_db3.bracken.kraken2.report_bracken.txt
1162	SRR31935666	219_SRR31935666_db3.bracken.kraken2.report_bracken.txt
1163	SRR10592863	220_SRR10592863_db3.bracken.kraken2.report_bracken.txt
1164	SRR31935667	220_SRR31935667_db3.bracken.kraken2.report_bracken.txt
1165	SRR10592864	221_SRR10592864_db3.bracken.kraken2.report_bracken.txt
1166	SRR31935668	221_SRR31935668_db3.bracken.kraken2.report_bracken.txt
1167	SRR10592865	222_SRR10592865_db3.bracken.kraken2.report_bracken.txt
1168	SRR31935669	222_SRR31935669_db3.bracken.kraken2.report_bracken.txt
1169	SRR10592866	223_SRR10592866_db3.bracken.kraken2.report_bracken.txt
1170	SRR31935670	223_SRR31935670_db3.bracken.kraken2.report_bracken.txt
1171	SRR10592867	224_SRR10592867_db3.bracken.kraken2.report_bracken.txt
1172	SRR31935671	224_SRR31935671_db3.bracken.kraken2.report_bracken.txt
1173	SRR10592868	225_SRR10592868_db3.bracken.kraken2.report_bracken.txt
1174	SRR31935672	225_SRR31935672_db3.bracken.kraken2.report_bracken.txt
1175	SRR10592869	226_SRR10592869_db3.bracken.kraken2.report_bracken.txt
1176	SRR31935673	226_SRR31935673_db3.bracken.kraken2.report_bracken.txt
1177	SRR10592870	227_SRR10592870_db3.bracken.kraken2.report_bracken.txt
1178	SRR31935674	227_SRR31935674_db3.bracken.kraken2.report_bracken.txt
1179	SRR10592871	228_SRR10592871_db3.bracken.kraken2.report_bracken.txt
1180	SRR31935675	228_SRR31935675_db3.bracken.kraken2.report_bracken.txt
1181	SRR10592872	229_SRR10592872_db3.bracken.kraken2.report_bracken.txt
1182	SRR31935676	229_SRR31935676_db3.bracken.kraken2.report_bracken.txt
1183	SRR10592873	230_SRR10592873_db3.bracken.kraken2.report_bracken.txt
1184	SRR31935677	230_SRR31935677_db3.bracken.kraken2.report_bracken.txt
1185	SRR10592874	231_SRR10592874_db3.bracken.kraken2.report_bracken.txt
1186	SRR31935678	231_SRR31935678_db3.bracken.kraken2.report_bracken.txt
1187	SRR10592875	232_SRR10592875_db3.bracken.kraken2.report_bracken.txt
1188	SRR31935679	232_SRR31935679_db3.bracken.kraken2.report_bracken.txt
1189	SRR10592876	233_SRR10592876_db3.bracken.kraken2.report_bracken.txt
1190	SRR31935680	233_SRR31935680_db3.bracken.kraken2.report_bracken.txt
1191	SRR10592877	234_SRR10592877_db3.bracken.kraken2.report_bracken.txt
1192	SRR31935681	234_SRR31935681_db3.bracken.kraken2.report_bracken.txt
1193	SRR10592878	235_SRR10592878_db3.bracken.kraken2.report_bracken.txt
1194	SRR31935682	235_SRR31935682_db3.bracken.kraken2.report_bracken.txt
1195	SRR10592879	236_SRR10592879_db3.bracken.kraken2.report_bracken.txt
1196	SRR31935683	236_SRR31935683_db3.bracken.kraken2.report_bracken.txt
1197	SRR10592880	237_SRR10592880_db3.bracken.kraken2.report_bracken.txt
1198	SRR31935684	237_SRR31935684_db3.bracken.kraken2.report_bracken.txt
1199	SRR10592881	238_SRR10592881_db3.bracken.kraken2.report_bracken.txt
1200	SRR31935685	238_SRR31935685_db3.bracken.kraken2.report_bracken.txt
1201	SRR10592882	239_SRR10592882_db3.bracken.kraken2.report_bracken.txt
1202	SRR31935686	239_SRR31935686_db3.bracken.kraken2.report_bracken.txt
1203	SRR10592883	240_SRR10592883_db3.bracken.kraken2.report_bracken.txt
1204	SRR31935687	240_SRR31935687_db3.bracken.kraken2.report_bracken.txt
1205	SRR10592884	241_SRR10592884_db3.bracken.kraken2.report_bracken.txt
1206	SRR31935688	241_SRR31935688_db3.bracken.kraken2.report_bracken.txt
1207	SRR10592885	242_SRR10592885_db3.bracken.kraken2.report_bracken.txt
1208	SRR31935689	242_SRR31935689_db3.bracken.kraken2.report_bracken.txt
1209	SRR10592886	243_SRR10592886_db3.bracken.kraken2.report_bracken.txt
1210	SRR31935690	243_SRR31935690_db3.bracken.kraken2.report_bracken.txt
1211	SRR10592887	244_SRR10592887_db3.bracken.kraken2.report_bracken.txt
1212	SRR31935691	244_SRR31935691_db3.bracken.kraken2.report_bracken.txt
1213	SRR10592888	245_SRR10592888_db3.bracken.kraken2.report_bracken.txt
1214	SRR31935692	245_SRR31935692_db3.bracken.kraken2.report_bracken.txt
1215	SRR10592889	246_SRR10592889_db3.bracken.kraken2.report_bracken.txt
1216	SRR31935693	246_SRR31935693_db3.bracken.kraken2.report_bracken.txt
1217	SRR10592890	247_SRR10592890_db3.bracken.kraken2.report_bracken.txt
1218	SRR31935694	247_SRR31935694_db3.bracken.kraken2.report_bracken.txt
1219	SRR10592891	248_SRR10592891_db3.bracken.kraken2.report_bracken.txt
1220	SRR31935695	248_SRR31935695_db3.bracken.kraken2.report_bracken.txt
1221	SRR10592892	249_SRR10592892_db3.bracken.kraken2.report_bracken.txt
1222	SRR31935696	249_SRR31935696_db3.bracken.kraken2.report_bracken.txt
1223	SRR10592893	250_SRR10592893_db3.bracken.kraken2.report_bracken.txt
1224	SRR31935697	250_SRR31935697_db3.bracken.kraken2.report_bracken.txt
1225	SRR10592894	251_SRR10592894_db3.bracken.kraken2.report_bracken.txt
1226	SRR31935698	251_SRR31935698_db3.bracken.kraken2.report_bracken.txt
1227	SRR10592895	252_SRR10592895_db3.bracken.kraken2.report_bracken.txt
1228	SRR31935699	252_SRR31935699_db3.bracken.kraken2.report_bracken.txt
1229	SRR10592896	253_SRR10592896_db3.bracken.kraken2.report_bracken.txt
1230	SRR31935700	253_SRR31935700_db3.bracken.kraken2.report_bracken.txt
1231	SRR10592897	254_SRR10592897_db3.bracken.kraken2.report_bracken.txt
1232	SRR31935701	254_SRR31935701_db3.bracken.kraken2.report_bracken.txt
1233	SRR10592898	255_SRR10592898_db3.bracken.kraken2.report_bracken.txt
1234	SRR31935702	255_SRR31935702_db3.bracken.kraken2.report_bracken.txt
1235	SRR10592899	256_SRR10592899_db3.bracken.kraken2.report_bracken.txt
1236	SRR31935703	256_SRR31935703_db3.bracken.kraken2.report_bracken.txt
1237	SRR10592900	257_SRR10592900_db3.bracken.kraken2.report_bracken.txt
1238	SRR31935704	257_SRR31935704_db3.bracken.kraken2.report_bracken.txt
1239	SRR10592901	258_SRR10592901_db3.bracken.kraken2.report_bracken.txt
1240	SRR31935705	258_SRR31935705_db3.bracken.kraken2.report_bracken.txt
1241	SRR10592902	259_SRR10592902_db3.bracken.kraken2.report_bracken.txt
1242	SRR31935706	259_SRR31935706_db3.bracken.kraken2.report_bracken.txt
1243	SRR10592903	260_SRR10592903_db3.bracken.kraken2.report_bracken.txt
1244	SRR31935707	260_SRR31935707_db3.bracken.kraken2.report_bracken.txt
1245	SRR10592904	261_SRR10592904_db3.bracken.kraken2.report_bracken.txt
1246	SRR31935708	261_SRR31935708_db3.bracken.kraken2.report_bracken.txt
1247	SRR10592905	262_SRR10592905_db3.bracken.kraken2.report_bracken.txt
1248	SRR31935709	262_SRR31935709_db3.bracken.kraken2.report_bracken.txt
1249	SRR10592906	263_SRR10592906_db3.bracken.kraken2.report_bracken.txt
1250	SRR31935710	263_SRR31935710_db3.bracken.kraken2.report_bracken.txt
1251	SRR10592907	264_SRR10592907_db3.bracken.kraken2.report_bracken.txt
